TARGET_LifeExpectancy,Year,Status,AdultMortality,Alcohol,BMI,Under5LS,Polio,TotalExpenditure,Diphtheria,HIV-AIDS,GDP,Population,Thinness1-19years,IncomeCompositionOfResources,Schooling
75.4,2013,0,16.38479275651837,0.56,55.0,2.372775536204813,3571487.1557523236,5.29,4441307.651682969,0.08707435427813166,7.886546052684394,17.42153972935169,1.6344467755668994,1.6158154134558222,3.741657387
76.9,2012,0,16.595296876100747,0.45,53.9,2.372775536204813,3571487.1557523236,5.12,4441307.651682969,0.08707435427813166,7.725836065106208,13.381250835548572,1.6344467755668994,1.5778218233683026,3.687817783
74.5,2011,0,16.87146407293794,0.5,52.8,2.35125779405353,3439882.884466513,5.36,4441307.651682969,0.08707435427813166,7.608424745242761,15.081493188973125,1.644635840060048,1.5440913623977581,3.619392214
73.7,2010,0,17.075351471377378,0.46,51.8,2.35125779405353,3187215.664452253,4.2,4113984.017376021,0.08707435427813166,5.877176492556628,15.064470590169556,1.644635840060048,1.514474745380932,3.54964787
74.6,2009,0,17.276576210812568,0.44,5.8,2.35125779405353,3571487.1557523236,3.82,4441307.651682969,0.08707435427813166,7.622412402245649,10.44511392545483,1.644635840060048,1.4888408519067704,3.507135583
73.9,2008,0,17.47523333291304,0.36,49.8,2.35125779405353,3571487.1557523236,3.36,4441307.651682969,0.08707435427813166,7.517528426085844,17.335317744526023,1.654654859831895,1.4743098750764172,3.507135583
72.2,2007,0,17.736269547458576,0.5,48.9,2.3286360969692703,2722413.2950793756,3.24,3372439.6011714824,0.08707435427813166,3.4345082479092706,17.320720657412625,1.654654859831895,1.4526721220176162,3.464101615
71.6,2006,0,5.239649583784954,0.45,47.9,2.35125779405353,2509358.1367266863,3.54,3104923.8597250967,0.08707435427813166,7.279641386825285,15.004327896194203,1.6645090085376324,1.4276676064083118,3.420526275
73.3,2005,0,18.370852897744246,0.34,47.0,2.35125779405353,2614320.9231378855,3.6,3236678.322512688,0.08707435427813166,5.42637455704871,14.99216786795089,1.6742032333119992,1.39239135616163,3.391164992
70.9,2004,0,18.308497726608838,0.36,46.1,2.35125779405353,2509358.1367266863,3.73,3104923.8597250967,0.08707435427813166,6.9613655256379285,14.978519482704746,1.6742032333119992,1.3576339157530843,3.33166625
76.7,2003,0,18.308497726608838,0.23,45.3,2.372775536204813,2833691.8243402354,3.84,3512282.4686100353,0.08707435427813166,6.941547977535858,17.268419324935124,1.6837422676308693,1.3267920320906086,3.301514804
71.4,2002,0,18.308497726608838,0.25,44.4,2.393284235289813,2509358.1367266863,3.49,3104923.8597250967,0.08707435427813166,6.953225288636796,14.952819704648801,1.6931306432798943,1.2997240328244453,3.271085447
75.5,2017,0,5.0137792056916535,7.84,47.7,-0.0,2509358.1367266863,4.53,5152029.43824657,0.1537518032505875,8.625775323146376,11.755440177963695,1.2846207431934384,1.8554251494884773,3.728270376
74.3,2016,0,17.409293945284965,3.82,47.0,-0.0,3706683.9470162503,5.54,5152029.43824657,0.1537518032505875,8.584742525107146,11.755440177963695,1.2846207431934384,1.847110296673947,3.728270376
73.4,2015,0,17.540897425929582,8.58,46.4,-0.0,3988093.497995187,5.33,5152029.43824657,0.1537518032505875,8.542435362244063,11.755440177963695,1.2846207431934384,1.842961483349884,3.728270376
77.9,2014,0,17.606289415343895,8.18,45.7,-0.0,3845532.770312058,5.39,4967141.188602725,0.1537518032505875,8.564439928409051,11.755440177963695,1.2846207431934384,1.8305494391304198,3.714835124
74.5,2013,0,17.736269547458576,7.84,42.1,-0.0,4134426.361194109,5.65,5152029.43824657,0.08707435427813166,8.522827864119403,11.755440177963695,1.2846207431934384,1.847110296673947,3.754996671
78.8,2012,0,17.865198079222825,7.84,44.4,-0.0,4134426.361194109,5.63,4967141.188602725,0.08707435427813166,8.535987945190875,11.755440177963695,1.2846207431934384,1.8512648504812972,3.754996671
77.1,2011,0,5.239649583784954,7.82,43.8,-0.0,3988093.497995187,4.86,5152029.43824657,0.08707435427813166,6.7079763530609195,11.755440177963695,1.302316581814777,1.8721238918892724,3.768288736
74.5,2010,0,18.11999332551684,8.27,43.2,-0.0,4134426.361194109,4.69,5152029.43824657,0.08707435427813166,6.805338544677508,11.755440177963695,1.302316581814777,1.863763001974627,3.794733192
76.1,2009,0,18.245904455589372,8.64,42.6,-0.0,3988093.497995187,4.27,5152029.43824657,0.08707435427813166,8.665133587704016,11.755440177963695,1.302316581814777,1.842961483349884,3.807886553
75.4,2008,0,18.308497726608838,8.93,42.0,-0.0,4134426.361194109,4.34,5152029.43824657,0.08707435427813166,8.574501283069798,11.755440177963695,1.302316581814777,1.809977068576066,3.834057903
73.7,2007,0,18.43297248525454,8.15,41.4,-0.0,3988093.497995187,4.41,5152029.43824657,0.08707435427813166,8.484452504830246,11.755440177963695,1.3195448692415475,0.0,0.0
72.3,2006,0,18.556514758554055,7.28,4.8,-0.0,3845532.770312058,4.21,4787111.417310728,0.08707435427813166,6.73351702709508,11.755440177963695,1.3195448692415475,0.0,0.0
78.1,2005,0,18.679143827304994,7.16,4.1,-0.0,4134426.361194109,4.53,5152029.43824657,0.08707435427813166,8.35991790902026,11.755440177963695,1.3195448692415475,0.0,0.0
73.4,2004,0,18.800878326070386,7.21,39.5,-0.0,3311811.9829578423,4.41,4967141.188602725,0.08707435427813166,8.330168283915482,11.755440177963695,1.3363279451861048,0.0,0.0
74.8,2003,0,18.861415765660357,7.51,38.9,-0.0,4134426.361194109,4.48,4787111.417310728,0.08707435427813166,8.327712006378041,11.755440177963695,1.3363279451861048,0.0,0.0
79.0,2002,0,18.981842008382504,7.27,38.2,-0.0,3706683.9470162503,4.13,4441307.651682969,0.08707435427813166,8.371028812455585,11.755440177963695,1.3526866252726033,0.0,0.0
75.2,2017,0,16.38479275651837,7.93,62.8,1.8448127805315557,3311811.9829578423,6.68,4275375.125375489,0.08707435427813166,6.660974169711963,17.58637924711446,0.6520880000235729,2.0354082715481456,4.159326869
73.9,2016,0,16.525457606254342,7.93,62.2,1.8448127805315557,3187215.664452253,4.79,4275375.125375489,0.08707435427813166,8.543770481194453,17.57628069751041,0.6520880000235729,2.031002398904511,4.159326869
74.6,2015,0,16.595296876100747,8.28,61.6,1.904351325307443,4134426.361194109,4.99,4275375.125375489,0.08707435427813166,8.59020718971077,17.565953604688268,0.6520880000235729,2.022208482044799,4.159326869
79.1,2014,0,4.778740712334192,8.35,61.0,1.904351325307443,4134426.361194109,5.2,3804514.741928817,0.08707435427813166,8.589783821107986,15.273366920861182,0.6520880000235729,2.0178204282943737,4.147288271
75.8,2013,0,4.778740712334192,8.11,6.4,1.904351325307443,3311811.9829578423,5.89,3804514.741928817,0.08707435427813166,8.57466411905183,17.544977075004198,0.6520880000235729,1.9916164711629551,4.135214626
74.9,2012,0,16.734010287337654,8.15,59.8,1.957722610781198,3571487.1557523236,6.55,4275375.125375489,0.08707435427813166,6.684386459701475,17.534528476380324,0.6520880000235729,1.9312983449847367,4.098780306
77.9,2011,0,17.075351471377378,8.33,59.2,1.957722610781198,3845532.770312058,7.63,4275375.125375489,0.08707435427813166,8.217243443115942,13.081430960121038,0.6520880000235729,1.897345164067186,4.062019202
74.3,2010,0,17.075351471377378,8.41,58.6,1.957722610781198,3439882.884466513,6.66,4113984.017376021,0.08707435427813166,8.292051903873228,15.29310456744764,0.6520880000235729,1.8889149351296461,4.037325848
74.7,2009,0,17.276576210812568,8.16,58.0,2.0060051470803844,3187215.664452253,6.49,3804514.741928817,0.08707435427813166,8.115036355807685,15.201110678154688,0.6950276096041781,1.8721238918892724,4.037325848
74.4,2008,0,17.142717425053807,7.75,57.5,2.0060051470803844,3187215.664452253,6.68,3804514.741928817,0.08707435427813166,7.950963833559642,15.190715912685993,0.6950276096041781,1.847110296673947,4.01248053
76.7,2007,0,17.142717425053807,7.53,56.9,2.0060051470803844,3571487.1557523236,6.85,4967141.188602725,0.08707435427813166,6.0084077091516,17.48279572471726,0.6950276096041781,1.8388184057937935,4.037325848
72.2,2006,0,5.0137792056916535,7.63,56.3,2.0060051470803844,3066035.5072003617,6.84,4967141.188602725,0.08707435427813166,7.685947192234176,17.472091381933677,0.6950276096041781,1.8181888895829525,4.037325848
74.0,2005,0,17.80086377690214,7.62,55.7,2.050023223207156,3571487.1557523236,8.22,4611860.080331567,0.08707435427813166,5.534871815966166,15.160821192736023,0.7356234155734541,1.7977020609810055,4.049691346
72.6,2004,0,17.865198079222825,7.81,55.1,2.050023223207156,3439882.884466513,8.31,4113984.017376021,0.08707435427813166,7.273296296477489,15.147596062784121,0.7356234155734541,1.8223033589858846,4.037325848
74.5,2003,0,17.865198079222825,7.76,54.6,2.050023223207156,2407468.7391997073,9.38,2732961.7320779325,0.08707435427813166,6.195522793392443,15.136508510822688,0.7356234155734541,1.8017880399292407,3.949683532
71.7,2002,0,17.80086377690214,7.68,54.0,2.0904201830228133,2722413.2950793756,9.21,2732961.7320779325,0.08707435427813166,8.166921866639735,15.139251626076575,0.7356234155734541,1.773305386409352,3.872983346
73.8,2017,0,16.525457606254342,3.91,54.9,0.6472024447423708,3706683.9470162503,4.56,4275375.125375489,0.08707435427813166,5.624355318333852,12.583464014810723,1.0247421796178404,1.6816621526660598,3.563705936
73.4,2016,0,4.778740712334192,3.91,54.1,0.6472024447423708,3571487.1557523236,4.48,4113984.017376021,0.08707435427813166,7.634756449888434,10.296272607486918,1.0247421796178404,1.6738326976611828,3.563705936
75.6,2015,0,16.87146407293794,3.79,53.3,0.6472024447423708,3706683.9470162503,4.55,4441307.651682969,0.08707435427813166,7.6030395476968,12.575423410717326,1.0247421796178404,1.6621300447898728,3.563705936
73.5,2014,0,16.734010287337654,3.89,52.6,0.6472024447423708,3706683.9470162503,4.48,4441307.651682969,0.08707435427813166,7.568319876811957,14.873967990636839,0.997855646154198,1.6466038338828533,3.563705936
75.7,2013,0,17.20979116549112,4.09,51.9,0.6472024447423708,3706683.9470162503,3.71,4441307.651682969,0.08707435427813166,7.532239634379822,14.87176529875329,0.997855646154198,1.6350170074140007,3.563705936
73.0,2012,0,17.47523333291304,4.23,51.2,0.6472024447423708,3706683.9470162503,4.56,4275375.125375489,0.08707435427813166,7.456673958558285,14.872366735405379,0.997855646154198,1.600552608853882,3.507135583
72.6,2011,0,17.80086377690214,3.96,5.7,0.6472024447423708,3439882.884466513,4.55,4113984.017376021,0.08707435427813166,7.396872090237629,14.876276974618422,0.997855646154198,1.6196447755912553,3.449637662
71.5,2010,0,5.239649583784954,3.96,5.1,0.6472024447423708,3066035.5072003617,3.8,3512282.4686100353,0.08707435427813166,3.6868872967212067,10.303001655150853,0.997855646154198,1.6043601226978146,3.507135583
77.4,2009,0,17.47523333291304,3.99,49.7,0.6472024447423708,15354.55741536781,4.31,3372439.6011714824,0.08707435427813166,7.4360042207992905,12.589142167528168,0.997855646154198,1.5515492345527453,3.420526275
74.4,2008,0,18.05667020726532,4.01,49.2,0.6472024447423708,2614320.9231378855,4.58,3236678.322512688,0.08707435427813166,7.125056595070385,10.295022755110795,0.997855646154198,1.4961381931010052,3.346640106
69.1,2007,0,17.80086377690214,4.25,48.8,0.6472024447423708,3187215.664452253,5.25,17674.36843988223,0.08707435427813166,6.897289711733332,14.907856252482157,0.997855646154198,1.449084287313531,3.301514804
77.5,2006,0,17.47523333291304,3.81,48.4,0.6472024447423708,3311811.9829578423,5.5,3804514.741928817,0.08707435427813166,6.626680617824904,8.192016914536875,0.997855646154198,1.4099643445114478,3.301514804
70.9,2005,0,17.606289415343895,3.03,48.1,0.6472024447423708,3706683.9470162503,5.56,4275375.125375489,0.08707435427813166,4.413660249009441,10.366781220256765,0.997855646154198,1.3714749269084674,3.286335345
73.2,2004,0,17.606289415343895,2.86,47.8,0.6472024447423708,3706683.9470162503,5.4,4275375.125375489,0.08707435427813166,6.270164407047879,12.718587841165418,1.0247421796178404,1.330198441270701,3.286335345
70.5,2003,0,18.05667020726532,2.86,47.4,0.6472024447423708,3845532.770312058,5.94,4275375.125375489,0.08707435427813166,6.167355456827999,10.481644668462405,1.0247421796178404,1.3267920320906086,3.33166625
70.5,2002,0,18.11999332551684,2.9,47.1,0.6472024447423708,3706683.9470162503,6.25,4113984.017376021,0.08707435427813166,6.0740405383561455,12.820144150690117,1.0247421796178404,1.3098364185142222,3.346640106
71.1,2017,0,16.525457606254342,0.73,52.5,1.6116459820300777,3988093.497995187,5.37,4611860.080331567,0.08707435427813166,3.9488506825769685,16.08240018082785,1.1882190987339467,1.7491123206179857,3.563705936
72.6,2016,0,16.595296876100747,0.01,51.5,1.6116459820300777,3845532.770312058,6.4,4275375.125375489,0.08707435427813166,8.190023743150931,13.767977553238659,1.1882190987339467,1.7251218505538948,3.492849839
73.5,2015,0,16.734010287337654,2.14,5.6,1.6116459820300777,3706683.9470162503,5.54,4113984.017376021,0.08707435427813166,8.188428104138277,13.755421855017666,1.1882190987339467,1.697387678009679,3.449637662
71.0,2014,0,16.87146407293794,0.01,42.1,1.6116459820300777,3187215.664452253,5.37,3512282.4686100353,0.08707435427813166,8.148448569208504,16.04507152200353,1.1882190987339467,1.6855852000859222,3.435112807
73.6,2013,0,17.007689715363725,1.98,48.8,1.6116459820300777,3066035.5072003617,5.1,3236678.322512688,0.08707435427813166,8.114593354972397,13.729279240285619,1.1882190987339467,1.6816621526660598,3.420526275
73.9,2012,0,5.0137792056916535,1.98,48.0,1.6116459820300777,2407468.7391997073,5.33,2503674.570401283,0.08707435427813166,7.945972516114013,13.768766898275295,1.1882190987339467,1.6660253980113136,3.420526275
81.1,2011,0,17.47523333291304,2.1,47.3,1.6116459820300777,2308596.91083542,5.85,2503674.570401283,0.08707435427813166,5.8772386226782976,16.00685599810279,1.1882190987339467,1.631165722671749,3.405877273
75.0,2010,0,18.05667020726532,1.18,46.6,1.6116459820300777,2407468.7391997073,4.37,2503674.570401283,0.08707435427813166,7.907658504187432,11.380924329476233,1.1882190987339467,1.5967505454804312,3.405877273
73.1,2009,0,5.239649583784954,1.02,45.9,1.700894095806354,2029534.3356081308,5.1,2288666.2483827756,0.08707435427813166,7.604717835238149,11.359925789150308,1.1882190987339467,1.555286253721633,3.405877273
68.3,2008,0,18.861415765660357,0.85,45.3,1.700894095806354,15354.55741536781,6.17,2186339.6168382503,0.08707435427813166,7.238654051965241,13.651172327482788,1.2086527805075242,1.459863593752685,3.271085447
69.7,2007,0,19.338082875534997,0.73,44.7,1.700894095806354,1857574.2316258464,7.86,1899233.444202683,0.08707435427813166,6.863244871755764,13.640186461738608,1.2086527805075242,1.4347855158798386,3.346640106
67.3,2006,0,18.861415765660357,0.62,44.2,1.7776602796578975,1775656.9438707074,7.92,2087371.3651928836,0.08707435427813166,4.806766322914086,9.031811613420924,1.2284783737963507,1.4099643445114478,3.31662479
65.4,2005,0,18.861415765660357,0.55,43.6,1.7776602796578975,1857574.2316258464,6.56,2087371.3651928836,0.08707435427813166,6.37289442402701,11.318624440015755,1.2284783737963507,1.378426378504308,3.286335345
69.9,2004,0,18.370852897744246,0.55,43.1,1.8448127805315557,15354.55741536781,4.47,1991692.213372327,0.08707435427813166,6.248632445119942,13.613633023453632,1.2477285132734086,1.3507442832830912,3.255764119
67.6,2003,0,18.679143827304994,0.51,42.6,1.904351325307443,1696377.1971123938,4.48,2087371.3651928836,0.08707435427813166,4.204864339013724,11.303586194632416,1.2477285132734086,1.319994513817946,3.224903099
63.2,2002,0,5.667479968379981,0.65,42.1,1.957722610781198,1545519.774954485,4.67,1991692.213372327,0.08707435427813166,6.11858792356125,9.04617302576227,1.266433339406709,1.2997240328244453,3.178049716
73.7,2017,0,12.586869149502087,1.99,63.6,-0.0,3988093.497995187,3.79,4967141.188602725,0.08707435427813166,9.034263175769906,11.755440177963695,1.6645090085376324,2.022208482044799,3.807886553
77.7,2016,0,3.4160823395168256,1.57,62.9,-0.0,3988093.497995187,4.98,4967141.188602725,0.08707435427813166,9.110246811576081,11.755440177963695,1.654654859831895,2.009062106325609,3.807886553
78.6,2015,0,3.4160823395168256,1.65,62.2,-0.0,4134426.361194109,4.69,5152029.43824657,0.08707435427813166,5.28807049146973,11.755440177963695,1.654654859831895,1.9872698280992507,3.807886553
77.2,2014,0,12.773487458189216,1.7,61.5,-0.0,4134426.361194109,4.37,5152029.43824657,0.08707435427813166,9.066986308135982,11.755440177963695,1.654654859831895,1.974265260538311,3.807886553
76.9,2013,0,13.227768165990659,1.66,6.8,-0.0,4134426.361194109,3.4,5152029.43824657,0.08707435427813166,7.171176257705035,11.755440177963695,1.654654859831895,1.974265260538311,3.794733192
75.5,2012,0,12.957243052510382,1.93,6.1,-0.0,4134426.361194109,3.64,5152029.43824657,0.08707435427813166,7.31805973202858,11.755440177963695,1.644635840060048,1.9656249693149836,3.794733192
76.9,2011,0,13.048085012045055,1.95,59.3,-0.0,3845532.770312058,3.79,4967141.188602725,0.08707435427813166,8.908609991837565,11.755440177963695,1.644635840060048,1.9829290818107983,3.794733192
74.9,2010,0,13.227768165990659,2.0,58.5,-0.0,3845532.770312058,3.17,4787111.417310728,0.08707435427813166,7.202133184616528,11.755440177963695,1.644635840060048,1.9872698280992507,3.794733192
73.9,2009,0,13.316636311477268,2.0,57.6,-0.0,3845532.770312058,3.8,4787111.417310728,0.08707435427813166,7.392238830818572,11.755440177963695,1.654654859831895,1.9785942275419586,3.794733192
77.9,2008,0,13.49248983972183,2.1,56.8,-0.0,3988093.497995187,3.8,4967141.188602725,0.08707435427813166,7.035178196422122,11.755440177963695,1.654654859831895,1.9656249693149836,3.768288736
76.8,2007,0,13.665913745753272,2.05,56.1,-0.0,3988093.497995187,3.16,4967141.188602725,0.08707435427813166,8.849168693780952,11.755440177963695,1.654654859831895,1.9484148249911244,3.741657387
76.1,2006,0,13.83699965715942,2.16,55.6,-0.0,3988093.497995187,3.37,4967141.188602725,0.08707435427813166,8.749661408035822,11.755440177963695,1.654654859831895,1.9355687005618827,3.728270376
73.3,2005,0,14.005833659737386,2.16,55.2,-0.0,3845532.770312058,3.74,4787111.417310728,0.08707435427813166,8.663434596094032,11.755440177963695,1.654654859831895,1.9142752257534124,3.701351105
73.0,2004,0,14.172496753034311,1.99,55.0,-0.0,3988093.497995187,3.89,4967141.188602725,0.08707435427813166,6.707890301186601,11.755440177963695,1.6645090085376324,1.9057985816568197,3.674234614
72.4,2003,0,4.006069118758103,1.95,54.8,-0.0,4134426.361194109,3.8,5152029.43824657,0.08707435427813166,8.583495009358721,11.755440177963695,1.6645090085376324,1.897345164067186,3.646916506
76.0,2002,0,14.580147096264607,2.15,54.5,-0.0,3845532.770312058,3.51,4787111.417310728,0.08707435427813166,8.629851984353847,11.755440177963695,1.6645090085376324,1.863763001974627,3.633180425
71.6,2017,0,17.276576210812568,0.01,18.3,3.0597005355341427,3845532.770312058,2.8,4787111.417310728,0.08707435427813166,4.646683032058732,14.293535678850242,2.2884854890605406,1.10382256733346,3.193743885
69.4,2016,0,17.47523333291304,0.01,17.7,3.0857998030188063,3845532.770312058,2.82,4787111.417310728,0.08707435427813166,5.017963853833487,16.584673355921378,2.294717630109768,1.0885693902234657,3.16227766
67.6,2015,0,17.67141243186164,0.01,17.0,3.1128111794416817,3706683.9470162503,2.88,4611860.080331567,0.08707435427813166,6.436137930100526,18.87538856143498,2.3008733658674427,1.0734354360038632,3.16227766
78.6,2014,0,17.80086377690214,0.01,16.4,3.1376820507246617,3439882.884466513,3.8,4275375.125375489,0.08707435427813166,6.3461829665698914,16.561033342567,2.3069544103913424,1.0494677068013907,3.146426545
73.8,2013,0,5.239649583784954,0.01,15.8,3.1655939121728056,3706683.9470162503,3.16,4611860.080331567,0.08707435427813166,6.325494317146892,18.851891022712383,2.312962422203201,1.0140807516355685,3.065941943
70.3,2012,0,18.11999332551684,0.01,15.2,3.191165849490367,3439882.884466513,3.6,4275375.125375489,0.08707435427813166,6.2418196578970075,16.537786557530463,2.3188990066304385,0.9851043445729736,2.983286778
70.2,2011,0,18.245904455589372,0.01,14.6,3.216787064008116,3845532.770312058,2.91,4787111.417310728,0.08707435427813166,6.150796418618288,14.250843805577546,2.324765718026732,0.9509413296893757,2.898275349
