TARGET_LifeExpectancy,Year,Status,AdultMortality,Alcohol,BMI,Under5LS,Polio,TotalExpenditure,Diphtheria,HIV-AIDS,GDP,Population,Thinness1-19years,IncomeCompositionOfResources,Schooling
76.7,2007,0,127.0,7.53,56.9,12.0,95.0,6.85,98.0,0.1,646.11,39145488.0,1.1,0.78,4.037325848
72.2,2006,0,13.0,7.63,56.3,12.0,91.0,6.84,98.0,0.1,4761.76,38728696.0,1.1,0.775,4.037325848
74.0,2005,0,137.0,7.62,55.7,13.0,95.0,8.22,96.0,0.1,373.45,3839379.0,1.2,0.77,4.049691346
72.6,2004,0,138.0,7.81,55.1,13.0,94.0,8.31,93.0,0.1,2888.7,3788937.0,1.2,0.776,4.037325848
74.5,2003,0,138.0,7.76,54.6,13.0,85.0,9.38,83.0,0.1,803.82,3747159.0,1.2,0.771,3.949683532
71.7,2002,0,137.0,7.68,54.0,14.0,88.0,9.21,83.0,0.1,8589.59,3757452.0,1.2,0.764,3.872983346
73.8,2017,0,118.0,3.91,54.9,1.0,96.0,4.56,94.0,0.1,414.01,291695.0,2.1,0.741,3.563705936
73.4,2016,0,12.0,3.91,54.1,1.0,95.0,4.48,93.0,0.1,4474.08,29622.0,2.1,0.739,3.563705936
75.6,2015,0,123.0,3.79,53.3,1.0,96.0,4.55,95.0,0.1,4304.82,289359.0,2.1,0.736,3.563705936
73.5,2014,0,121.0,3.89,52.6,1.0,96.0,4.48,95.0,0.1,4127.03,2881922.0,2.0,0.732,3.563705936
75.7,2013,0,128.0,4.09,51.9,1.0,96.0,3.71,95.0,0.1,3950.22,2875581.0,2.0,0.729,3.563705936
73.0,2012,0,132.0,4.23,51.2,1.0,96.0,4.56,94.0,0.1,3604.59,2877311.0,2.0,0.72,3.507135583
72.6,2011,0,137.0,3.96,5.7,1.0,94.0,4.55,93.0,0.1,3353.09,2888584.0,2.0,0.725,3.449637662
71.5,2010,0,14.0,3.96,5.1,1.0,91.0,3.8,89.0,0.1,46.22,29822.0,2.0,0.721,3.507135583
77.4,2009,0,132.0,3.99,49.7,1.0,9.0,4.31,88.0,0.1,3515.55,293356.0,2.0,0.707,3.420526275
74.4,2008,0,141.0,4.01,49.2,1.0,87.0,4.58,87.0,0.1,2417.29,29585.0,2.0,0.692,3.346640106
69.1,2007,0,137.0,4.25,48.8,1.0,92.0,5.25,9.0,0.1,1841.01,2981259.0,2.0,0.679,3.301514804
77.5,2006,0,132.0,3.81,48.4,1.0,93.0,5.5,91.0,0.1,1335.0,3612.0,2.0,0.668,3.301514804
70.9,2005,0,134.0,3.03,48.1,1.0,96.0,5.56,94.0,0.1,104.35,31786.0,2.0,0.657,3.286335345
73.2,2004,0,134.0,2.86,47.8,1.0,96.0,5.4,94.0,0.1,877.25,333897.0,2.1,0.645,3.286335345
70.5,2003,0,141.0,2.86,47.4,1.0,97.0,5.94,94.0,0.1,777.77,35655.0,2.1,0.644,3.33166625
70.5,2002,0,142.0,2.9,47.1,1.0,96.0,6.25,93.0,0.1,697.47,369588.0,2.1,0.639,3.346640106
71.1,2017,0,118.0,0.73,52.5,6.0,98.0,5.37,96.0,0.1,61.95,9649341.0,2.8,0.758,3.563705936
72.6,2016,0,119.0,0.01,51.5,6.0,97.0,6.4,94.0,0.1,8838.26,953579.0,2.8,0.752,3.492849839
73.5,2015,0,121.0,2.14,5.6,6.0,96.0,5.54,93.0,0.1,8820.85,941681.0,2.8,0.745,3.449637662
71.0,2014,0,123.0,0.01,42.1,6.0,92.0,5.37,89.0,0.1,8395.9,9295784.0,2.8,0.742,3.435112807
73.6,2013,0,125.0,1.98,48.8,6.0,91.0,5.1,87.0,0.1,8052.45,917382.0,2.8,0.741,3.420526275
73.9,2012,0,13.0,1.98,48.0,6.0,85.0,5.33,81.0,0.1,6544.0,954332.0,2.8,0.737,3.420526275
81.1,2011,0,132.0,2.1,47.3,6.0,84.0,5.85,81.0,0.1,554.73,8947243.0,2.8,0.728,3.405877273
75.0,2010,0,141.0,1.18,46.6,6.0,85.0,4.37,81.0,0.1,6243.59,87634.0,2.8,0.719,3.405877273
73.1,2009,0,14.0,1.02,45.9,7.0,81.0,5.1,79.0,0.1,4313.61,85813.0,2.8,0.708,3.405877273
68.3,2008,0,154.0,0.85,45.3,7.0,8.0,6.17,78.0,0.1,2770.72,848455.0,2.9,0.682,3.271085447
69.7,2007,0,162.0,0.73,44.7,7.0,79.0,7.86,75.0,0.1,1767.83,839185.0,2.9,0.675,3.346640106
67.3,2006,0,154.0,0.62,44.2,8.0,78.0,7.92,77.0,0.1,162.64,8365.0,3.0,0.668,3.31662479
65.4,2005,0,154.0,0.55,43.6,8.0,79.0,6.56,77.0,0.1,989.68,82341.0,3.0,0.659,3.286335345
69.9,2004,0,146.0,0.55,43.1,9.0,8.0,4.47,76.0,0.1,855.39,817195.0,3.1,0.651,3.255764119
67.6,2003,0,151.0,0.51,42.6,10.0,77.0,4.48,77.0,0.1,82.53,81112.0,3.1,0.642,3.224903099
63.2,2002,0,16.0,0.65,42.1,11.0,75.0,4.67,76.0,0.1,734.69,8486.0,3.2,0.636,3.178049716
73.7,2017,0,69.0,1.99,63.6,0.0,98.0,3.79,98.0,0.1,25411.54,127445.0,6.2,0.823,3.807886553
77.7,2016,0,7.0,1.57,62.9,0.0,98.0,4.98,98.0,0.1,27981.38,127445.0,6.1,0.82,3.807886553
78.6,2015,0,7.0,1.65,62.2,0.0,99.0,4.69,99.0,0.1,281.33,127445.0,6.1,0.815,3.807886553
77.2,2014,0,71.0,1.7,61.5,0.0,99.0,4.37,99.0,0.1,26487.29,127445.0,6.1,0.812,3.807886553
76.9,2013,0,76.0,1.66,6.8,0.0,99.0,3.4,99.0,0.1,2554.86,127445.0,6.1,0.812,3.794733192
75.5,2012,0,73.0,1.93,6.1,0.0,99.0,3.64,99.0,0.1,3048.8,127445.0,6.0,0.81,3.794733192
76.9,2011,0,74.0,1.95,59.3,0.0,97.0,3.79,98.0,0.1,21679.47,127445.0,6.0,0.814,3.794733192
74.9,2010,0,76.0,2.0,58.5,0.0,97.0,3.17,97.0,0.1,2651.67,127445.0,6.0,0.815,3.794733192
73.9,2009,0,77.0,2.0,57.6,0.0,97.0,3.8,97.0,0.1,3334.37,127445.0,6.1,0.813,3.794733192
77.9,2008,0,79.0,2.1,56.8,0.0,98.0,3.8,98.0,0.1,2170.55,127445.0,6.1,0.81,3.768288736
76.8,2007,0,81.0,2.05,56.1,0.0,98.0,3.16,98.0,0.1,20114.28,127445.0,6.1,0.806,3.741657387
76.1,2006,0,83.0,2.16,55.6,0.0,98.0,3.37,98.0,0.1,17748.05,127445.0,6.1,0.803,3.728270376
73.3,2005,0,85.0,2.16,55.2,0.0,97.0,3.74,97.0,0.1,15928.63,127445.0,6.1,0.798,3.701351105
73.0,2004,0,87.0,1.99,55.0,0.0,98.0,3.89,98.0,0.1,1469.81,127445.0,6.2,0.796,3.674234614
72.4,2003,0,9.0,1.95,54.8,0.0,99.0,3.8,99.0,0.1,14412.4,127445.0,6.2,0.794,3.646916506
76.0,2002,0,92.0,2.15,54.5,0.0,97.0,3.51,97.0,0.1,15272.71,127445.0,6.2,0.786,3.633180425
71.6,2017,0,129.0,0.01,18.3,113.0,97.0,2.8,97.0,0.1,135.7,1612886.0,17.9,0.575,3.193743885
69.4,2016,0,132.0,0.01,17.7,121.0,97.0,2.82,97.0,0.1,206.71,15945279.0,18.1,0.57,3.16227766
67.6,2015,0,135.0,0.01,17.0,130.0,96.0,2.88,96.0,0.1,1066.12,157571292.0,18.3,0.565,3.16227766
78.6,2014,0,137.0,0.01,16.4,139.0,94.0,3.8,94.0,0.1,959.1,15572753.0,18.5,0.557,3.146426545
73.8,2013,0,14.0,0.01,15.8,150.0,96.0,3.16,96.0,0.1,936.08,153911916.0,18.7,0.545,3.065941943
70.3,2012,0,142.0,0.01,15.2,161.0,94.0,3.6,94.0,0.1,848.59,15214912.0,18.9,0.535,2.983286778
70.2,2011,0,144.0,0.01,14.6,173.0,97.0,2.91,97.0,0.1,762.86,1545478.0,19.1,0.523,2.898275349
66.6,2010,0,147.0,0.01,14.0,186.0,96.0,2.85,96.0,0.1,689.67,14885814.0,19.3,0.52,2.93257566
72.8,2009,0,151.0,0.01,13.5,201.0,96.0,2.8,94.0,0.1,606.65,147139191.0,19.5,0.513,2.93257566
65.7,2008,0,152.0,0.01,13.0,215.0,95.0,2.8,94.0,0.1,553.86,1453684.0,19.7,0.506,2.898275349
69.0,2007,0,155.0,0.01,12.5,231.0,94.0,2.68,93.0,0.1,542.25,14343111.0,19.9,0.499,2.863564213
66.5,2006,0,158.0,0.01,12.0,247.0,88.0,2.62,99.0,0.1,52.37,14137489.0,2.1,0.491,2.846049894
67.5,2005,0,161.0,0.01,11.6,264.0,9.0,2.51,87.0,0.1,484.67,139191.0,2.3,0.484,2.810693865
67.5,2004,0,164.0,0.01,11.2,280.0,83.0,2.59,83.0,0.1,5.17,1366667.0,2.5,0.476,2.774887385
67.8,2003,0,168.0,0.01,1.8,298.0,85.0,2.47,85.0,0.1,47.71,1341716.0,2.7,0.468,2.738612788
65.0,2002,0,173.0,0.01,1.4,316.0,83.0,2.33,82.0,0.1,51.11,131581243.0,2.9,0.459,2.701851217
72.6,2017,0,98.0,8.41,54.5,0.0,97.0,5.64,97.0,0.1,17424.78,127445.0,3.8,0.794,3.911521443
77.3,2016,0,1.0,8.82,53.7,0.0,95.0,7.47,94.0,0.1,17202.83,127445.0,3.8,0.793,3.911521443
77.0,2015,0,11.0,8.74,53.0,0.0,91.0,7.57,91.0,0.1,17329.52,127445.0,3.8,0.792,3.911521443
72.4,2014,0,12.0,8.61,52.2,0.0,88.0,7.43,87.0,0.1,17231.06,127445.0,3.8,0.785,3.911521443
74.1,2013,0,14.0,8.51,51.4,0.0,91.0,6.67,91.0,0.1,17398.26,127445.0,3.8,0.78,3.937003937
79.0,2012,0,16.0,8.41,5.7,0.0,9.0,6.17,86.0,0.1,1787.42,127445.0,3.8,0.781,3.974921383
76.2,2011,0,19.0,8.46,49.9,0.0,93.0,6.21,93.0,0.1,18506.12,127445.0,3.8,0.779,3.937003937
73.7,2010,0,111.0,8.95,49.2,0.0,85.0,6.1,85.0,0.1,1856.2,127445.0,3.9,0.775,3.911521443
75.8,2009,0,113.0,8.47,48.4,0.0,93.0,5.64,93.0,0.1,18437.98,127445.0,3.9,0.771,3.872983346
75.3,2008,0,115.0,8.39,47.7,0.0,85.0,5.27,84.0,0.1,17524.15,127445.0,4.0,0.766,3.847076812
71.4,2007,0,117.0,8.01,46.9,0.0,91.0,5.38,92.0,0.1,15930.73,127445.0,4.0,0.761,3.820994635
71.3,2006,0,119.0,7.68,46.2,0.0,93.0,5.71,93.0,0.2,14413.13,127445.0,4.1,0.757,3.794733192
74.7,2005,0,121.0,7.65,45.4,0.0,9.0,5.82,89.0,0.4,1375.97,127445.0,4.1,0.753,3.768288736
78.2,2004,0,123.0,7.59,44.6,0.0,86.0,5.76,87.0,0.8,13076.44,127445.0,4.2,0.749,3.741657387
74.1,2003,0,125.0,7.38,43.8,0.0,93.0,5.47,84.0,0.7,12895.54,127445.0,4.2,0.75,3.741657387
75.4,2002,0,127.0,7.43,43.0,0.0,86.0,5.16,93.0,0.9,12956.28,127445.0,4.3,0.741,3.741657387
71.3,2017,0,196.0,13.94,62.3,0.0,99.0,6.44,99.0,0.1,6663.01,9489616.0,1.9,0.798,3.949683532
72.2,2016,0,199.0,13.94,61.7,0.0,97.0,5.69,97.0,0.1,9316.64,9474511.0,1.9,0.796,3.962322551
74.1,2015,0,23.0,14.66,61.1,1.0,98.0,6.7,98.0,0.1,8936.28,9465997.0,2.0,0.796,3.962322551
68.8,2014,0,194.0,16.35,6.5,1.0,98.0,5.1,98.0,0.1,777.55,9464495.0,2.0,0.793,3.949683532
74.3,2013,0,232.0,17.31,59.9,1.0,98.0,4.92,98.0,0.1,7302.08,9473172.0,2.0,0.787,3.937003937
78.9,2012,0,222.0,14.44,59.3,1.0,99.0,5.55,98.0,0.1,71.0,949583.0,2.0,0.78,3.937003937
68.9,2011,0,226.0,14.09,58.7,1.0,98.0,6.9,96.0,0.1,5797.31,956765.0,2.1,0.771,3.924283374
72.4,2010,0,224.0,14.67,58.2,1.0,98.0,5.95,97.0,0.1,7141.33,9527985.0,2.1,0.755,3.885871846
68.5,2009,0,226.0,14.22,57.7,1.0,9.0,6.44,95.0,0.1,5303.74,956953.0,2.2,0.739,3.860051813
73.0,2008,0,243.0,12.6,57.2,1.0,97.0,6.34,99.0,0.1,4310.0,964924.0,2.2,0.723,3.820994635
69.9,2007,0,252.0,11.01,56.7,1.0,98.0,6.89,99.0,0.1,3501.92,9663915.0,2.3,0.713,3.794733192
67.4,2006,0,247.0,12.05,56.2,1.0,99.0,6.59,99.0,0.1,2663.74,973146.0,2.4,0.703,3.754996671
66.9,2005,0,253.0,11.17,55.8,1.0,53.0,6.59,5.0,0.1,2037.87,9796749.0,2.5,0.695,3.728270376
65.1,2004,0,262.0,12.23,55.3,1.0,99.0,6.47,99.0,0.1,1656.91,9865548.0,2.5,0.687,3.687817783
67.1,2003,0,254.0,10.74,54.9,1.0,99.0,6.62,99.0,0.1,1393.7,9928549.0,2.6,0.681,3.646916506
70.1,2002,0,247.0,12.98,54.4,1.0,99.0,6.13,99.0,0.1,1429.44,997961.0,2.7,0.675,3.619392214
78.5,2017,1,74.0,11.01,63.7,1.0,99.0,8.29,99.0,0.1,4879.7,11274196.0,1.0,0.895,4.074309757
89.6,2016,1,76.0,12.6,63.4,1.0,99.0,1.59,99.0,0.1,53132.12,112957.0,1.0,0.89,4.037325848
86.0,2015,1,77.0,11.77,63.0,1.0,99.0,1.57,99.0,0.1,5209.55,11182817.0,1.0,0.889,4.037325848
84.3,2014,1,78.0,10.08,62.6,1.0,99.0,1.54,99.0,0.1,5011.52,11128246.0,0.9,0.886,4.024922359
82.8,2013,1,8.0,10.11,62.3,1.0,98.0,1.42,98.0,0.1,5345.51,1147744.0,0.9,0.884,4.01248053
76.7,2012,1,81.0,10.22,61.9,1.0,98.0,1.17,98.0,0.1,4970.83,1895586.0,0.9,0.878,3.987480407
79.8,2011,1,85.0,10.05,61.6,1.0,98.0,1.39,98.0,0.1,5027.19,1796493.0,0.9,0.876,3.974921383
77.8,2010,1,87.0,10.47,61.3,1.0,99.0,9.6,99.0,0.1,54235.54,179973.0,0.8,0.874,3.974921383
79.0,2009,1,86.0,10.25,6.9,1.0,99.0,9.25,98.0,0.1,4977.09,16257.0,0.8,0.871,3.974921383
82.0,2008,1,85.0,10.98,6.6,1.0,99.0,9.17,98.0,0.1,43514.64,1547958.0,0.8,0.865,3.962322551
78.8,2007,1,89.0,12.27,6.2,1.0,97.0,9.24,97.0,0.1,41403.36,1478617.0,0.8,0.861,3.962322551
76.8,2006,1,91.0,12.05,59.8,1.0,96.0,9.32,95.0,0.1,39860.48,1421137.0,0.8,0.88,4.335896678
77.1,2005,1,95.0,11.28,59.4,1.0,96.0,9.3,95.0,0.1,4193.23,1376133.0,0.8,0.878,4.312771731
75.1,2004,1,99.0,11.29,59.0,1.0,96.0,8.46,95.0,0.1,2858.61,1332785.0,0.8,0.875,4.335896678
76.3,2003,1,1.0,11.01,58.5,1.0,96.0,8.29,95.0,0.1,25896.15,128657.0,0.8,0.873,4.266145802
79.1,2002,1,11.0,11.21,58.1,1.0,96.0,8.12,95.0,0.1,2606.75,125125.0,0.8,0.869,4.242640687
69.0,2017,0,175.0,6.56,5.9,0.0,94.0,4.76,94.0,0.2,5432.0,359288.0,3.5,0.706,3.577708764
66.7,2016,0,177.0,6.58,5.1,0.0,95.0,5.79,95.0,0.2,5434.49,351694.0,3.4,0.705,3.577708764
69.7,2015,0,18.0,6.56,49.3,0.0,95.0,5.79,95.0,0.2,5251.16,344181.0,3.4,0.706,3.591656999
67.1,2014,0,189.0,6.66,48.5,0.0,98.0,5.45,98.0,0.1,5234.48,33671.0,3.5,0.702,3.535533906
72.6,2013,0,188.0,6.64,47.8,0.0,95.0,5.61,95.0,0.5,5058.2,329192.0,3.5,0.7,3.521363372
69.6,2012,0,186.0,6.76,47.0,0.0,96.0,5.85,96.0,0.2,4865.45,32168.0,3.5,0.7,3.521363372
70.5,2011,0,184.0,6.85,46.3,0.0,98.0,5.81,97.0,0.3,4769.84,313929.0,3.5,0.7,3.563705936
67.8,2010,0,181.0,7.22,45.7,0.0,94.0,5.9,94.0,0.1,500.9,36165.0,3.5,0.699,3.577708764
69.7,2009,0,181.0,7.24,45.0,0.0,97.0,4.76,96.0,0.6,4843.86,29847.0,3.5,0.7,3.577708764
67.7,2008,0,184.0,6.48,44.4,0.0,98.0,4.4,98.0,0.6,4689.86,29747.0,3.6,0.692,3.507135583
69.6,2007,0,162.82028985507247,6.25,43.8,0.0,96.0,4.45,96.0,0.8,4405.33,283277.0,3.6,0.695,3.577708764
67.2,2006,0,197.0,6.2,43.2,0.0,97.0,4.39,97.0,0.8,4291.32,27689.0,3.6,0.691,3.535533906
71.5,2005,0,21.0,5.67,42.6,0.0,95.0,4.53,96.0,1.5,4121.59,26913.0,3.6,0.684,3.492849839
67.0,2004,0,199.0,4.99,42.0,0.0,93.0,4.38,89.0,0.1,3983.35,26226.0,3.7,0.678,3.449637662
66.2,2003,0,21.0,4.9,41.4,0.0,96.0,4.5,96.0,0.4,3829.59,254984.0,3.7,0.677,3.435112807
67.4,2002,0,196.0,4.79,4.8,0.0,91.0,3.98,91.0,0.3,3768.15,247315.0,3.8,0.668,3.420526275
55.8,2017,0,249.0,1.19,25.7,39.0,78.0,4.59,82.0,1.0,878.02,1575952.0,6.9,0.481,3.271085447
59.6,2016,0,252.0,0.01,25.2,39.0,74.0,4.59,78.0,1.1,1056.93,1286712.0,7.1,0.475,3.271085447
61.6,2015,0,251.0,0.01,24.6,39.0,73.0,4.59,77.0,1.2,1025.1,14451.0,7.2,0.466,3.209361307
